Study Status,Study Results,Interventions,Sex,Age,Phases,Enrollment,Funder Type,Study Design,Start Date,Completion Date
UNKNOWN,NO,DRUG: HS627|DRUG: Pertuzumab,FEMALE,"ADULT, OLDER_ADULT",PHASE3,408,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-06-30,2021-11-20
RECRUITING,NO,DRUG: Eribulin and Tucidinostat,FEMALE,"ADULT, OLDER_ADULT",PHASE1|PHASE2,87,OTHER_GOV,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-05-13,2025-11-01
ACTIVE_NOT_RECRUITING,NO,DIAGNOSTIC_TEST: ONCOTYPE DX DCIS test,FEMALE,"CHILD, ADULT, OLDER_ADULT",NA,78,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2020-07-07,2023-12-31
COMPLETED,NO,BEHAVIORAL: African Immigrant Breast Cancer Education Program,ALL,"ADULT, OLDER_ADULT",NA,155,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SCREENING,2020-02-05,2023-06-29
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: DPX-Survivac|DRUG: Letrozole 2.5mg|DRUG: Cyclophosphamide 50mg|RADIATION: XRT 10Gy x2,FEMALE,"ADULT, OLDER_ADULT",PHASE1,6,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-09-10,2026-09-01
NOT_YET_RECRUITING,NO,PROCEDURE: Vaginal laser treatment|DEVICE: sham|DEVICE: laser system,FEMALE,"CHILD, ADULT, OLDER_ADULT",NA,160,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2022-10-01,2026-12-31
COMPLETED,NO,DEVICE: Endermologie|DEVICE: Negative pressure therapy,FEMALE,ADULT,NA,68,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-06-29,2023-10-30
RECRUITING,NO,PROCEDURE: Immediate Lymphatic Reconstruction|DIAGNOSTIC_TEST: Volumetric arm measurements|OTHER: Lymphatic massage|OTHER: Range of motion exercises|OTHER: Compression garment use,FEMALE,"ADULT, OLDER_ADULT",PHASE3,285,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2023-11-16,2030-03-16
RECRUITING,NO,PROCEDURE: Axillary clearance,ALL,"ADULT, OLDER_ADULT",NA,150,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2021-01-21,2025-12-31
NOT_YET_RECRUITING,NO,OTHER: digital technology-supported education,ALL,"ADULT, OLDER_ADULT",NA,38,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE",2023-12-11,2025-12-30
RECRUITING,NO,OTHER: Standard follow-up|OTHER: Learning workshops,FEMALE,"ADULT, OLDER_ADULT",NA,144,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2020-01-13,2025-08-31
NOT_YET_RECRUITING,NO,DRUG: BG-68501|DRUG: Fulvestrant,ALL,"ADULT, OLDER_ADULT",PHASE1,108,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2024-02-19,2026-10-12
RECRUITING,NO,BIOLOGICAL: Dendritic Cell (DC1) Vaccine|DRUG: Trastuzumab|DRUG: Pepinemab|BIOLOGICAL: T-Cell therapy,ALL,"ADULT, OLDER_ADULT",PHASE1,28,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-05-31,2026-05
RECRUITING,NO,DRUG: TQB3616 capsules|DRUG: TQB3616-matching placebo|DRUG: Fluvestrin injection,FEMALE,"ADULT, OLDER_ADULT",PHASE3,287,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-03-18,2023-12
RECRUITING,NO,DRUG: Dexmedetomidine|DRUG: Esketamine|DRUG: Normal saline,FEMALE,"ADULT, OLDER_ADULT",PHASE4,180,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2023-05-22,2024-07
ACTIVE_NOT_RECRUITING,NO,BEHAVIORAL: Physical activity adoption|BEHAVIORAL: Self monitoring,FEMALE,"ADULT, OLDER_ADULT",NA,68,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2022-11-10,2025-01-31
ACTIVE_NOT_RECRUITING,NO,DRUG: Trastuzumab Deruxtecan,ALL,"ADULT, OLDER_ADULT",PHASE3,506,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-06-22,2024-02-08
RECRUITING,NO,BEHAVIORAL: Intervention Arm|BEHAVIORAL: Control Group,FEMALE,"ADULT, OLDER_ADULT",NA,100,OTHER,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2020-10-01,2023-12-31
RECRUITING,NO,PROCEDURE: Motor Tests|PROCEDURE: Cognitive Tests|PROCEDURE: Unenhanced-MRI of the brain|PROCEDURE: Gadolinium Measurements|DRUG: Gadoxetate disodium|DRUG: Gadobenate dimeglumine|DRUG: Gadodiamide|DRUG: Gadoterate meglumine|DRUG: Gadobutrol|DRUG: Gadoteridol,ALL,ADULT,PHASE4,2076,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2021-03-24,2028-12-31
RECRUITING,NO,DEVICE: DiviTum® TKa assay|OTHER: Study Care Plans,ALL,"ADULT, OLDER_ADULT",NA,55,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2022-03-07,2027-03-31
UNKNOWN,NO,PROCEDURE: Ultrasound (US) bi-level erector spinae block|DRUG: levobupivacaine|DRUG: Ketamine|DRUG: Magnesium Sulfate,FEMALE,ADULT,PHASE2,60,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: PREVENTION",2020-08-01,2022-04
UNKNOWN,NO,BEHAVIORAL: Motivational enhancement therapy|BEHAVIORAL: Attention Control,FEMALE,"ADULT, OLDER_ADULT",PHASE2|PHASE3,128,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2020-10,2023-01
NOT_YET_RECRUITING,NO,BEHAVIORAL: Online psychological care program to reduce psychological distress in women who attend a breast clinic|BEHAVIORAL: Psychological care program to reduce psychological distress in women who attend a breast clinic,FEMALE,"ADULT, OLDER_ADULT",NA,50,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: SUPPORTIVE_CARE,2023-10-19,2024-08
RECRUITING,NO,DRUG: Ceralasertib|BIOLOGICAL: Trastuzumab Deruxtecan,ALL,"ADULT, OLDER_ADULT",PHASE1,15,NIH,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-08-09,2026-03-31
RECRUITING,NO,DRUG: Atezolizumab,ALL,"ADULT, OLDER_ADULT",PHASE2,200,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-06-17,2026-10
RECRUITING,NO,DRUG: Eribulin|DRUG: SDX-7320|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,55,OTHER,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2022-10-03,2027-10
RECRUITING,NO,DRUG: Pyrotinib,FEMALE,"ADULT, OLDER_ADULT",PHASE2,188,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-04-08,2028-12-31
RECRUITING,NO,BIOLOGICAL: Atezolizumab|DRUG: Cabozantinib S-malate|DRUG: Nab-paclitaxel|PROCEDURE: Tumor Treating Fields Therapy,ALL,"ADULT, OLDER_ADULT",PHASE1,36,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-04-29,2026-09-01
RECRUITING,NO,OTHER: Questionnaire Administration|DRUG: White Button Mushroom Extract,FEMALE,"ADULT, OLDER_ADULT",NA,26,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2021-07-27,2024-07-12
RECRUITING,NO,DRUG: Dato-DXd|DRUG: Durvalumab|DRUG: Paclitaxel|DRUG: Nab-paclitaxel|DRUG: Gemcitabine|DRUG: Carboplatin|DRUG: Pembrolizumab,ALL,"ADULT, OLDER_ADULT",PHASE3,625,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-11-23,2029-04-23
RECRUITING,NO,PROCEDURE: Physical Characteristics|PROCEDURE: Muscular Sympathetic Nervous Activity|DIAGNOSTIC_TEST: Cardiac Function|DIAGNOSTIC_TEST: Heart rate|DIAGNOSTIC_TEST: Blood pressure|DIAGNOSTIC_TEST: Blood Assessments|DIAGNOSTIC_TEST: Muscle blood flow|DIAGNOSTIC_TEST: Endothelium-dependent vascular function|DIAGNOSTIC_TEST: Vascular intima-media thickness|DIAGNOSTIC_TEST: Physical Capacity|DRUG: Anthracycline & Cyclophosphamide treatment scheme,FEMALE,ADULT,NA,15,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2020-08-03,2024-03-03
COMPLETED,NO,DEVICE: hemopatch|PROCEDURE: Aspirative drainage,FEMALE,"ADULT, OLDER_ADULT",NA,228,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: OTHER,2020-03-01,2023-02-14
TERMINATED,YES,DRUG: Amcenestrant|DRUG: Tamoxifen|DRUG: Amcenestrant-matching placebo|DRUG: Tamoxifen-matching placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,3,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-02-17,2022-10-13
RECRUITING,NO,OTHER: Families Accelerating Cascade Testing Toolkit,ALL,"ADULT, OLDER_ADULT",NA,150,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2021-04-09,2024-10-31
RECRUITING,NO,DRUG: Fosifloxuridine Nafalbenamide|DRUG: Leucovorin|DRUG: Pembrolizumab|DRUG: Docetaxel,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,91,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-03-08,2025-01
RECRUITING,NO,BEHAVIORAL: Acupuncture,FEMALE,"ADULT, OLDER_ADULT",PHASE1,62,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2023-01-12,2025-05-31
RECRUITING,NO,DRUG: Abemaciclib + Aromatase Inhibitor|DRUG: Abemaciclib + Fulvestrant,FEMALE,"ADULT, OLDER_ADULT",PHASE4,300,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-04-27,2029-04
RECRUITING,NO,OTHER: Phased withdrawal of heart failure medications,ALL,"ADULT, OLDER_ADULT",NA,90,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-07-14,2025-09
RECRUITING,NO,OTHER: Nutrition and resistance training exercise intervention,FEMALE,"ADULT, OLDER_ADULT",NA,44,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2023-05-20,2024-08-20
RECRUITING,NO,BEHAVIORAL: CARE|BEHAVIORAL: CARE + COACH,FEMALE,"CHILD, ADULT, OLDER_ADULT",NA,350,OTHER,Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: NONE|Primary Purpose: SCREENING,2023-06-06,2025-12
COMPLETED,NO,OTHER: SCOPE-Chinese Women,FEMALE,"ADULT, OLDER_ADULT",NA,40,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: PREVENTION,2020-07-20,2021-12-30
RECRUITING,NO,DRUG: Letrozole|DRUG: Abemaciclib,FEMALE,"ADULT, OLDER_ADULT",PHASE2,60,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2021-04-15,2025-04-15
RECRUITING,NO,DRUG: EG017,FEMALE,"ADULT, OLDER_ADULT",PHASE1,70,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-03-08,2026-01-02
RECRUITING,NO,RADIATION: Hypofractionation with simultaneous integrated boost,FEMALE,"ADULT, OLDER_ADULT",NA,40,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-06-22,2025-07-31
RECRUITING,NO,DRUG: Pyrotinib|DRUG: Trastuzumab|DRUG: Dalpiciclib|DRUG: Letrozole|DRUG: Pertuzumab|DRUG: Docetaxel|DRUG: Carboplatin|DRUG: Gonadotropin-releasing hormone agonist,FEMALE,"ADULT, OLDER_ADULT",PHASE2,236,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-12-20,2027-12-10
COMPLETED,NO,DRUG: AZD9833|DRUG: AZD9833|DRUG: AZD9833 with palbociclib|DRUG: AZD9833 with everolimus,FEMALE,"ADULT, OLDER_ADULT",PHASE1,28,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-11-12,2023-09-07
NOT_YET_RECRUITING,NO,BEHAVIORAL: Stand-alone Research Portal|BEHAVIORAL: Portal with Virtual Community Health Educator (vCHE),ALL,"ADULT, OLDER_ADULT",NA,350,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: OTHER,2023-12-20,2027-08-31
RECRUITING,NO,RADIATION: external beams radiotherapy|RADIATION: brachytherapy,FEMALE,"ADULT, OLDER_ADULT",NA,150,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-01-09,2029-12
RECRUITING,NO,DRUG: AC699,ALL,"ADULT, OLDER_ADULT",PHASE1,60,INDUSTRY,Allocation: NA|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2022-12-29,2024-12-31
RECRUITING,NO,DRUG: Pyrotinib,FEMALE,"ADULT, OLDER_ADULT",PHASE2,209,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-06-01,2024-10-30
COMPLETED,NO,OTHER: Educational Brochure,ALL,"ADULT, OLDER_ADULT",NA,36,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-03-24,2023-08-21
RECRUITING,NO,DRUG: Talazoparib,FEMALE,"ADULT, OLDER_ADULT",PHASE2,30,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-11-18,2024-07-31
RECRUITING,NO,DRUG: Sacituzumab Govitecan-hziy,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,143,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2021-10-20,2026-05
COMPLETED,NO,OTHER: Virtual Reality Glasses,FEMALE,"ADULT, OLDER_ADULT",NA,66,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: SUPPORTIVE_CARE,2022-04-04,2022-11-30
RECRUITING,NO,DRUG: Tucatinib|DRUG: Pembrolizumab|DRUG: Trastuzumab|DRUG: Capecitabine,ALL,"ADULT, OLDER_ADULT",PHASE2,50,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-03-07,2025-09
NOT_YET_RECRUITING,NO,DRUG: BGB-43395|DRUG: Fulvestrant|DRUG: Letrozole,ALL,"ADULT, OLDER_ADULT",PHASE1,78,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2024-04-11,2026-10-26
RECRUITING,NO,DRUG: AsiDNA|DRUG: Olaparib,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,115,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-02-20,2027-04
ACTIVE_NOT_RECRUITING,NO,DRUG: Pembrolizumab|DRUG: Paclitaxel,ALL,"ADULT, OLDER_ADULT",PHASE2,46,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-07-21,2024-11-01
RECRUITING,NO,DEVICE: Artificial Intelligence and Digital Health Arm,ALL,"ADULT, OLDER_ADULT",NA,1030,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: OTHER,2023-08-08,2025-12
RECRUITING,NO,RADIATION: Neoadjuvant radiotherapy,FEMALE,"ADULT, OLDER_ADULT",NA,40,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-07-08,2025-10-31
RECRUITING,NO,DRUG: IPH5301 ALONE OR IN COMBINATION WITH CHEMOTHERAPY AND TRASTUZUMAB,ALL,"ADULT, OLDER_ADULT",PHASE1,27,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-01-21,2025-02
ACTIVE_NOT_RECRUITING,NO,DIAGNOSTIC_TEST: AI CAD|DIAGNOSTIC_TEST: Radiologist reading,FEMALE,"ADULT, OLDER_ADULT",NA,55579,OTHER,"Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: DIAGNOSTIC",2021-04-01,2024-12
RECRUITING,NO,DRUG: Sacituzumab Govitecan-hziy|DRUG: Paclitaxel|DRUG: Nab-paclitaxel|DRUG: Capecitabine,ALL,"ADULT, OLDER_ADULT",PHASE3,654,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2023-05-08,2028-12
RECRUITING,NO,BEHAVIORAL: Behavioral Intervention|OTHER: Best Practice|DEVICE: FitBit|BEHAVIORAL: Nutrition Education|OTHER: Physical Activity|OTHER: Questionnaire Administration,FEMALE,"ADULT, OLDER_ADULT",NA,30,OTHER,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-05-21,2027-02-02
COMPLETED,NO,DRUG: Cilostazol|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,71,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2022-03-28,2022-12-30
ACTIVE_NOT_RECRUITING,NO,PROCEDURE: Computed Tomography|DRUG: Copper Cu-64-DOTA-alendronate|OTHER: Pharmacokinetic Study|PROCEDURE: Positron Emission Tomography,FEMALE,"ADULT, OLDER_ADULT",EARLY_PHASE1,1,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2021-11-03,2025-02-20
RECRUITING,NO,DRUG: Paclitaxel Polymeric Micelles for Injection,ALL,"ADULT, OLDER_ADULT",PHASE2,25,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2023-11-28,2025-11
RECRUITING,NO,DIETARY_SUPPLEMENT: iso-caloric ketogenic diet|DIETARY_SUPPLEMENT: protein restricted diet,FEMALE,"ADULT, OLDER_ADULT",NA,75,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-05-18,2025-03
RECRUITING,NO,DRUG: vitamin C group|OTHER: placebo group,FEMALE,"ADULT, OLDER_ADULT",NA,204,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2023-04-01,2024-12-01
RECRUITING,NO,BEHAVIORAL: Breast Cancer Survivor Education Program,FEMALE,"ADULT, OLDER_ADULT",NA,15,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2023-02-28,2023-12-31
WITHDRAWN,NO,DRUG: Nab-paclitaxel|DRUG: Paclitaxel|RADIATION: Radiation Therapy|DRUG: Pembrolizumab,ALL,"ADULT, OLDER_ADULT",PHASE2,0,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-01-04,2022-12-01
RECRUITING,NO,DRUG: RC48-ADC|DRUG: Paclitaxel Injection|DRUG: Docetaxel Injection|DRUG: Vinorelbine Tartrate Injection|DRUG: Capecitabine Tablets,ALL,"ADULT, OLDER_ADULT",PHASE3,366,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-09-29,2024-12-30
ACTIVE_NOT_RECRUITING,NO,DRUG: E7090|DRUG: Fulvestrant|DRUG: Exemestane,FEMALE,"ADULT, OLDER_ADULT",PHASE1,72,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-10-09,2024-12-31
RECRUITING,NO,PROCEDURE: Harmonic motion imaging guided focused ultrasound (HMIgFUS),FEMALE,"ADULT, OLDER_ADULT",NA,36,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2022-01-19,2025-05
ACTIVE_NOT_RECRUITING,NO,"DRUG: DZD1516 mono therapy in Part A, DZD1516 in combination with trastuzumab and/or capecitabine in Part B, DZD1516 in combination with T-DM1 in Part C",ALL,"ADULT, OLDER_ADULT",PHASE1,23,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-09-21,2024-05
RECRUITING,NO,DRUG: PIK3CA inhibitor|DRUG: AKT inhibitor|DRUG: Carrelizumab|DRUG: Famitinib|DRUG: Fluzoparib|DRUG: Dalpiciclib|DRUG: SHR-A1811|DRUG: TROP2 ADC|DRUG: Everolimus|DRUG: Aromatase Inhibitors or Fulvestrant|DRUG: Goserelin|DRUG: TPC|DRUG: RTK Inhibitor,FEMALE,"ADULT, OLDER_ADULT",PHASE2,140,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2022-12-30,2026-12-01
RECRUITING,NO,"DRUG: MDK-703|DRUG: Checkpoint Inhibitor, Immune",ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,150,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-02-08,2025-09
RECRUITING,NO,"DRUG: Shengmai San (ingredients include ginseng, Ophiopogon japonicus, and Schisandra chinensis)",ALL,"ADULT, OLDER_ADULT",PHASE3,276,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2024-01-20,2030-12-01
RECRUITING,NO,BEHAVIORAL: REBECCA-assisted intervention,FEMALE,"ADULT, OLDER_ADULT",NA,110,OTHER_GOV,Allocation: RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-11-01,2025-05-01
RECRUITING,NO,DRUG: IKS014,ALL,"ADULT, OLDER_ADULT",PHASE1,165,INDUSTRY,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2023-09-14,2027-09
RECRUITING,NO,DRUG: Alpelisib|DRUG: Fulvestrant,ALL,"ADULT, OLDER_ADULT",PHASE4,100,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2022-08-09,2024-11-15
WITHDRAWN,NO,DIAGNOSTIC_TEST: Fluoro-D-glucose-positron Emission Tomography|BIOLOGICAL: 2-deoxy-2-[18F]fluoro-D-glucose (FDG)|DIAGNOSTIC_TEST: Echocardiogram,ALL,"ADULT, OLDER_ADULT",EARLY_PHASE1,0,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2020-12,2022-12
RECRUITING,NO,DRUG: Fulvestrant plus Anlotinib,FEMALE,"ADULT, OLDER_ADULT",PHASE2,61,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2021-06-16,2025-06-01
NOT_YET_RECRUITING,NO,DRUG: Pyrotinib|DRUG: Vinorelbine|DRUG: Inetetamab,FEMALE,"ADULT, OLDER_ADULT",PHASE2,100,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-08-01,2024-07-31
RECRUITING,NO,BEHAVIORAL: SIS TALK Back Intervention,FEMALE,"ADULT, OLDER_ADULT",NA,460,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2021-03-01,2025-01-31
