Study Status,Study Results,Interventions,Sex,Age,Phases,Enrollment,Funder Type,Study Design,Start Date,Completion Date
COMPLETED,NO,OTHER: Prone Positioning,ALL,"ADULT, OLDER_ADULT",NA,35,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-09-01,2021-12-31
COMPLETED,NO,BIOLOGICAL: Subunit recombinant vaccine for the prevention of coronavirus infection|BIOLOGICAL: Placebo,ALL,ADULT,PHASE1|PHASE2,155,OTHER_GOV,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2021-07-19,2022-12-31
TERMINATED,NO,OTHER: Saline|DRUG: 1.5% w/v Hydrogen Peroxide|DRUG: 0.12% Chlorohexidine Gluconate|DRUG: 27% Ethanol plus essential oils|DRUG: 0.5% w/v Povidone-iodide|DRUG: 0.075% Cetylpyridinium Chloride,ALL,"ADULT, OLDER_ADULT",PHASE2,129,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-12-18,2021-10-21
TERMINATED,YES,DRUG: Ascorbic Acid|DRUG: Hydroxychloroquine Sulfate|DRUG: Azithromycin|DRUG: Folic Acid|DRUG: Lopinavir 200 MG / Ritonavir 50 MG [Kaletra],ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,289,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-04-16,2020-11-30
RECRUITING,NO,DEVICE: Experimental group|DEVICE: Sham Control,ALL,"ADULT, OLDER_ADULT",NA,30,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-02-07,2022-07-31
WITHDRAWN,NO,OTHER: Maintenance or reduction of immunosuppression,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,0,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2021-05-03,2021-05-04
WITHDRAWN,NO,DRUG: GLB-COV2-043|DRUG: BNT162b2/COMIRNATY®,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,0,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2023-02-21,2024-09
WITHDRAWN,NO,DRUG: TAK-671|DRUG: TAK-671 Placebo,ALL,"ADULT, OLDER_ADULT",PHASE1,0,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-09-25,2020-10-30
COMPLETED,NO,BIOLOGICAL: COVAC-2|BIOLOGICAL: Saline Placebo,ALL,"ADULT, OLDER_ADULT",PHASE1,61,OTHER,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-02-10,2022-11-02
TERMINATED,NO,DIAGNOSTIC_TEST: Spartan COVID-19 Platform,ALL,"ADULT, OLDER_ADULT",NA,89,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2021-03-19,2021-08-31
RECRUITING,NO,OTHER: mild hyperthermia group|OTHER: sham group,ALL,"ADULT, OLDER_ADULT",NA,60,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2024-01-08,2025-03-31
UNKNOWN,NO,DRUG: Methylprednisolone|DRUG: Methylprednisolone,ALL,"ADULT, OLDER_ADULT",PHASE4,100,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2020-02-01,2020-07-01
NOT_YET_RECRUITING,NO,DRUG: Traditional Chinese medicine treatment|DRUG: Western medicine treatment,ALL,"CHILD, ADULT, OLDER_ADULT",PHASE2,162,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2023-12-01,2026-02-28
RECRUITING,NO,DIAGNOSTIC_TEST: Respiratory pathogen panel PCR test|DIAGNOSTIC_TEST: COVID-19 antibody test,ALL,"ADULT, OLDER_ADULT",NA,1000,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: DIAGNOSTIC,2023-08-21,2024-12
UNKNOWN,NO,BEHAVIORAL: Cognitive Behavioral Brief-Telepsychotherapy|BEHAVIORAL: Brief Interpersonal Telepsychotherapy|BEHAVIORAL: Telepsychoeducation,ALL,"CHILD, ADULT, OLDER_ADULT",NA,999,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-11-05,2021-07-20
COMPLETED,NO,DIAGNOSTIC_TEST: biological samples day of delivery,FEMALE,"ADULT, OLDER_ADULT",NA,160,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2020-05-17,2021-08-02
NOT_YET_RECRUITING,NO,BIOLOGICAL: Blood sample collection|OTHER: Saliva sample collection|OTHER: Nasopharyngeal and nasal sample collection|OTHER: Exhaled Breath Condensate (EBC),ALL,"ADULT, OLDER_ADULT",NA,90,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2023-11-01,2024-06-18
COMPLETED,YES,DRUG: PF-07321332|DRUG: Ritonavir|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,2246,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-07-16,2022-04-25
UNKNOWN,NO,DRUG: Imatinib Mesylate|DRUG: Standard of Care,ALL,"ADULT, OLDER_ADULT",PHASE3,30,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-06,2020-10
COMPLETED,NO,DRUG: Placebo|DRUG: Anti-SARS-CoV-2 equine immunoglobulin F(ab')2 fragments (INOSARS),ALL,ADULT,PHASE1,32,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-12-07,2022-08-01
UNKNOWN,NO,DIETARY_SUPPLEMENT: Taxifolin Aqua,ALL,"ADULT, OLDER_ADULT",NA,100,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2021-05-10,2021-10-01
NOT_YET_RECRUITING,NO,BIOLOGICAL: SARS-CoV-2 variant mRNA vaccine low dose|BIOLOGICAL: SARS-CoV-2 variant mRNA vaccine high dose,ALL,"ADULT, OLDER_ADULT",PHASE1,144,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2023-02,2024-05
UNKNOWN,NO,DIAGNOSTIC_TEST: molecular testing for virus RNA using RT-PCR,ALL,"ADULT, OLDER_ADULT",NA,400,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2020-05-17,2020-12-30
COMPLETED,YES,BIOLOGICAL: Study-provided Moderna mRNA-1273 COVID-19 vaccine|BIOLOGICAL: Community-provided Moderna mRNA-1273 COVID-19 Vaccine|BIOLOGICAL: Community-Provided Pfizer-BioNTech BNT162b2 COVID-19 Vaccine,ALL,"ADULT, OLDER_ADULT",PHASE4,43,NIH,Allocation: NON_RANDOMIZED|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2021-07-09,2023-01-10
NOT_YET_RECRUITING,NO,DEVICE: Monoplace Hyperbaric Chamber (Class III medical device).,ALL,"ADULT, OLDER_ADULT",NA,40,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (CARE_PROVIDER, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-12,2025-12-30
TERMINATED,NO,DRUG: Linagliptin 5 MG,ALL,"ADULT, OLDER_ADULT",PHASE3,64,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-10-01,2021-05-04
COMPLETED,NO,DIAGNOSTIC_TEST: Collection of nasal and oropharyngeal specimen for COVID19 antigen test,ALL,"CHILD, ADULT, OLDER_ADULT",NA,3070,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: DIAGNOSTIC,2022-02-04,2022-05-06
COMPLETED,YES,DIETARY_SUPPLEMENT: Nigella sativa oil,ALL,"ADULT, OLDER_ADULT",PHASE2,183,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-05-21,2020-12-31
TERMINATED,NO,DRUG: Ozanimod|OTHER: Standard of care,ALL,"ADULT, OLDER_ADULT",PHASE2,43,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-09-16,2022-05-12
COMPLETED,NO,BIOLOGICAL: CVnCoV|BIOLOGICAL: Placebo|BIOLOGICAL: Authorized/licensed vaccines for preventing COVID-19 (AV),ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,39693,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: PREVENTION",2020-12-14,2022-06-03
NOT_YET_RECRUITING,NO,"BIOLOGICAL: Recombinant COVID-19 variant Vaccine (Sf9 Cell)|BIOLOGICAL: COVID-19 Vaccine (Vero Cell), Inactivated|BIOLOGICAL: mRNA COVID-19 vaccine (Moderna)|BIOLOGICAL: Viral Vector COVID-19 vaccine (AstraZeneca)",ALL,"ADULT, OLDER_ADULT",PHASE2,600,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2023-07,2023-12
UNKNOWN,NO,OTHER: Respiratory physiotherapy,ALL,"ADULT, OLDER_ADULT",NA,40,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2021-09-25,2022-04-15
TERMINATED,YES,BIOLOGICAL: CVnCoV Vaccine,ALL,"ADULT, OLDER_ADULT",PHASE3,129,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2021-04-22,2021-09-21
RECRUITING,NO,DEVICE: PrO2,ALL,"ADULT, OLDER_ADULT",NA,16,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: BASIC_SCIENCE,2023-10-20,2024-04-20
COMPLETED,NO,DRUG: Alveavax-v1.2|DRUG: Janssen Ad26.COV2.S,ALL,"ADULT, OLDER_ADULT",PHASE1,130,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2022-06-27,2023-03-02
UNKNOWN,NO,BIOLOGICAL: Novaferon|BIOLOGICAL: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,385,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-03-25,2023-04-30
RECRUITING,NO,BIOLOGICAL: Coronavirus-specific T cell (CST),ALL,"CHILD, ADULT, OLDER_ADULT",PHASE1,24,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: PREVENTION,2021-10-19,2027-12-15
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: CYNK-001,ALL,"ADULT, OLDER_ADULT",PHASE1|PHASE2,86,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: NONE|Primary Purpose: TREATMENT,2020-05-13,2022-06-30
ACTIVE_NOT_RECRUITING,NO,"BIOLOGICAL: SARS-CoV-2 recombinant protein vaccine Phase 2 Formulation 1|BIOLOGICAL: SARS-CoV-2 recombinant protein vaccine Phase 2 Formulation 2|BIOLOGICAL: SARS-CoV-2 recombinant protein vaccine Phase 2 Formulation 3|BIOLOGICAL: SARS-CoV-2 adjuvanted recombinant protein vaccine, monovalent (D614)-AS03, Dosage A|BIOLOGICAL: SARS-CoV-2 adjuvanted recombinant protein vaccine, monovalent (B.1.351)-AS03|BIOLOGICAL: SARS-CoV-2 adjuvanted recombinant protein vaccine, monovalent (D614)-AS03, Dosage B|BIOLOGICAL: SARS-CoV-2 adjuvanted recombinant protein vaccine, monovalent (B.1.351)-AS03 Alternative Exploratory Formulation 1|BIOLOGICAL: SARS-CoV-2 adjuvanted recombinant protein vaccine, monovalent (B.1.351)-AS03 Alternative Exploratory Formulation 2|BIOLOGICAL: SARS-CoV-2 adjuvanted recombinant protein vaccine, monovalent (B.1.351)-AS03 Alternative Exploratory Formulation 3|BIOLOGICAL: SARS-CoV-2 adjuvanted recombinant protein vaccine, monovalent (B.1.351)-AS03 Alternative Exploratory Formulation 4|BIOLOGICAL: SARS-CoV-2 adjuvanted recombinant protein vaccine, bivalent (D614+B.1.351)-AS03",ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,3385,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-02-24,2024-07-16
RECRUITING,NO,DRUG: Lopinavir / Ritonavir|DRUG: Remdesivir (RDV)|DRUG: Tocilizumab|OTHER: Corticosteroid Therapy-enhanced Standard Care (CTSC),ALL,"ADULT, OLDER_ADULT",PHASE1,1000,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: TREATMENT,2020-03-28,2025-12-30
COMPLETED,YES,BIOLOGICAL: SARILUMAB,ALL,"ADULT, OLDER_ADULT",PHASE2,50,FED,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-04-10,2021-08-02
RECRUITING,NO,DRUG: Nintedanib 150 MG [Ofev]|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE3,250,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-10-29,2024-05
TERMINATED,YES,BIOLOGICAL: Liquid Alpha1-Proteinase Inhibitor (Human)|DRUG: Placebo|DRUG: Standard Medical Treatment,ALL,"ADULT, OLDER_ADULT",PHASE2,57,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-01-29,2022-01-28
WITHDRAWN,NO,DRUG: Aspirin 81 mg|DIETARY_SUPPLEMENT: Vitamin D,ALL,"ADULT, OLDER_ADULT",PHASE2,0,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-05,2020-12
UNKNOWN,NO,DRUG: Ivermectin Tablets|DRUG: Doxycycline Tablets|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE4,150,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-12-28,2022-03-28
ACTIVE_NOT_RECRUITING,NO,DRUG: Nintedanib|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE4,103,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2020-11-18,2024-04
WITHDRAWN,NO,DRUG: EG-009A|DRUG: EG-009A Placebo|DRUG: Standard of Care|DRUG: Dexamethasone,ALL,"ADULT, OLDER_ADULT",PHASE2,0,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2022-03-04,2023-05-01
COMPLETED,NO,DRUG: ZYIL1 capsule,ALL,ADULT,PHASE1,30,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: TREATMENT,2020-12-28,2021-06-12
COMPLETED,NO,RADIATION: Angiography scanner,ALL,"ADULT, OLDER_ADULT",NA,117,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2020-05-26,2022-03-05
COMPLETED,YES,DRUG: Mavrilimumab|DRUG: Placebos,ALL,"ADULT, OLDER_ADULT",PHASE2,40,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-05-20,2021-04-23
UNKNOWN,NO,DRUG: Ivermectin,ALL,"ADULT, OLDER_ADULT",PHASE3,200,NETWORK,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-05-28,2022-06
COMPLETED,YES,DRUG: NP-120 (Ifenprodil),ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,168,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-08-05,2021-01-26
RECRUITING,NO,DRUG: REGN17092|DRUG: Matching Placebo,ALL,ADULT,PHASE1,128,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-11-28,2025-04-30
COMPLETED,NO,BEHAVIORAL: Family Risk Messaging|BEHAVIORAL: Personal Risk Messaging|BEHAVIORAL: Loss Protection|BEHAVIORAL: Lottery Incentive,ALL,"CHILD, ADULT, OLDER_ADULT",NA,2161,OTHER,Allocation: RANDOMIZED|Intervention Model: FACTORIAL|Masking: NONE|Primary Purpose: HEALTH_SERVICES_RESEARCH,2021-06-29,2023-06-03
COMPLETED,NO,OTHER: Pulmonary Physiotherapy Techniques,ALL,"ADULT, OLDER_ADULT",NA,40,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT,2020-04-02,2020-05-30
WITHDRAWN,NO,BIOLOGICAL: UB-612|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,0,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2021-02-01,2023-03-22
COMPLETED,NO,OTHER: BREATHE,ALL,"ADULT, OLDER_ADULT",NA,27,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: SUPPORTIVE_CARE,2022-01-03,2022-10-13
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: TURKOVAC|BIOLOGICAL: CoronaVac,ALL,"CHILD, ADULT",PHASE2,644,OTHER_GOV,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2022-02-18,2023-12-31
UNKNOWN,NO,DRUG: Drug Isotretinoin (13 cis retinoic acid ) capsules+standard treatment|DRUG: Isotretinoin(Aerosolized 13 cis retinoic acid) +standard treatment|DRUG: Isotretinoin (13 cis retinoic acid ) capsules|DRUG: Aerosolized 13 cis retinoic acid|DRUG: Standard treatment,ALL,"ADULT, OLDER_ADULT",PHASE3,100000,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2021-08,2021-11
COMPLETED,NO,BEHAVIORAL: Low Intensity Nudges|BEHAVIORAL: High Intensity Activities|BEHAVIORAL: BRAC's business-as-usual,ALL,"CHILD, ADULT, OLDER_ADULT",NA,855,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: PREVENTION,2021-01-03,2021-05-06
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: bivalent BNT162b2 (original/Omi BA.4/BA.5)|BIOLOGICAL: qIRV (22/23)|BIOLOGICAL: QIV|BIOLOGICAL: bIRV|BIOLOGICAL: tIRV,ALL,"ADULT, OLDER_ADULT",PHASE2,1018,INDUSTRY,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: SINGLE (PARTICIPANT)|Primary Purpose: PREVENTION,2022-10-28,2023-12-29
COMPLETED,NO,DIAGNOSTIC_TEST: identify SARS-CoV-2 infection by serology|BIOLOGICAL: collection of biological samples,FEMALE,"ADULT, OLDER_ADULT",NA,2446,OTHER,Allocation: NON_RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: SCREENING,2020-05-04,2021-08-31
COMPLETED,NO,DRUG: Chloroquine or hydroxychloroquine|DRUG: zinc,ALL,"ADULT, OLDER_ADULT",PHASE3,191,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: DOUBLE (PARTICIPANT, CARE_PROVIDER)|Primary Purpose: TREATMENT",2020-06-23,2020-08-15
RECRUITING,NO,DIETARY_SUPPLEMENT: Probiotic|DIETARY_SUPPLEMENT: Placebo,ALL,"ADULT, OLDER_ADULT",NA,240,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2023-06-12,2023-12-11
UNKNOWN,NO,DRUG: Basiliximab Injection|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,300,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2021-10-15,2022-12-01
COMPLETED,NO,DRUG: PF-07321332/ritonavir,ALL,ADULT,PHASE1,14,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: OTHER,2022-03-10,2022-04-21
COMPLETED,NO,OTHER: Blood and derivatives.|DRUG: Standard of Care,ALL,"ADULT, OLDER_ADULT",PHASE2,350,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-04-03,2021-04-05
RECRUITING,NO,"DRUG: anti-COVID19 mRNA-based vaccine (BNT162b2, Comirnaty®, commercialized by Pfizer)",ALL,"ADULT, OLDER_ADULT",PHASE3,50,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2021-03-22,2023-01-01
COMPLETED,YES,DRUG: PUL-042 Inhalation Solution|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2,217,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: PREVENTION",2020-06-09,2021-07-31
ACTIVE_NOT_RECRUITING,NO,BIOLOGICAL: Biological/Vaccine: SARS-CoV-2 rS/Matrix-M1 Adjuvant (Initial Vaccination Period)|BIOLOGICAL: SARS-CoV-2 rS/Matrix-M1 Adjuvant (Open Label Crossover Vaccination period)|BIOLOGICAL: SARS-CoV-2 rS/Matrix-M1 Adjuvant (Booster Vaccination)|OTHER: Placebo,ALL,CHILD,PHASE2|PHASE3,3600,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: CROSSOVER|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: PREVENTION",2022-07-22,2025-09-08
COMPLETED,NO,DRUG: INM005|DRUG: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,242,OTHER,"Allocation: RANDOMIZED|Intervention Model: SEQUENTIAL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-07-27,2020-12-30
COMPLETED,NO,BIOLOGICAL: SARS-CoV-2 recombinant spike protein + Advax-SM adjuvant,ALL,"ADULT, OLDER_ADULT",NA,43,INDUSTRY,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: PREVENTION,2022-02-04,2022-03-30
UNKNOWN,NO,DRUG: Voclosporin|DRUG: Tacrolimus,ALL,"ADULT, OLDER_ADULT",PHASE2,20,OTHER,Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: NONE|Primary Purpose: TREATMENT,2020-11-15,2022-10-25
NOT_YET_RECRUITING,NO,DRUG: SCTA01|OTHER: Placebo,ALL,"ADULT, OLDER_ADULT",PHASE2|PHASE3,690,INDUSTRY,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: TRIPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR)|Primary Purpose: TREATMENT",2021-03-28,2022-03-01
WITHDRAWN,NO,DRUG: hydroxychloroquine sulfate 200 MG|DRUG: Placebo oral tablet,FEMALE,ADULT,PHASE2,0,OTHER,"Allocation: RANDOMIZED|Intervention Model: PARALLEL|Masking: QUADRUPLE (PARTICIPANT, CARE_PROVIDER, INVESTIGATOR, OUTCOMES_ASSESSOR)|Primary Purpose: TREATMENT",2020-05,2020-05
UNKNOWN,NO,"BIOLOGICAL: Biological collection with nasopharyngeal samples, saliva, blood, stool and urine",ALL,"CHILD, ADULT, OLDER_ADULT",NA,100,OTHER,Allocation: NA|Intervention Model: SINGLE_GROUP|Masking: NONE|Primary Purpose: DIAGNOSTIC,2020-11,2022-02
